"","year","state","sex","emailIntUse","intMobile","age","educationLevel","employed","income","intAtHome","marital","race","party","demoOrRep","useTwitter","useInstagram","usePinterest","useLinkedin","useFacebook","freqTwitter","freqInstagram","freqFacebook","useSocialMedia","zipcode","freqPinterest","freqLinkedin","intfreq","useSnapchat","useYoutube","useWhatsap","freqSnapchat","freqYoutube","internetOpinionSociety","answers","internetOpinionYou","ageGroups"
"6400",2016,48,"male","no","no",87,"less than high school","retired","dont know",NA,"living with a partner","hispanic","democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75+"
"6401",2016,48,"female","yes","yes",18,"high school incomplete","not employed","dont know","yes","never been married","black","no preference","republican",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18-24"
"6402",2016,48,"female","yes","yes",18,"high school graduate","not employed","(100000, 150000]","yes","never been married","black","democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18-24"
"6403",2016,48,"female","yes","yes",19,"high school graduate","parttime","150000+","yes","never been married","white","democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18-24"
"6404",2016,48,"female","yes","yes",20,"some college","fulltime","(50000, 75000]","yes","never been married","white","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18-24"
"6405",2016,48,"female","yes","yes",21,"some college","parttime","(0, 10000]","yes","never been married","white","dont know","dont know",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18-24"
"6406",2016,48,"female","yes","yes",22,"some college","parttime","(10000, 20000]","yes","never been married","asian","dont know","democrat",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18-24"
"6407",2016,48,"female","yes","yes",22,"some college","not employed","(20000, 30000]","no","married","hispanic","independent","republican",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18-24"
"6408",2016,48,"female","yes","yes",23,"some college","fulltime","(50000, 75000]","yes","married","white","democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18-24"
"6409",2016,48,"female","yes","yes",23,"associate","not employed","dont know","yes","never been married","white","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18-24"
"6410",2016,48,"female","yes","yes",23,"bachelors degree","parttime","refused","yes","never been married","white","independent","republican",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18-24"
"6411",2016,48,"female","yes","yes",25,"some college","fulltime","(20000, 30000]","yes","married","white","democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-34"
"6412",2016,48,"female","yes","yes",25,"associate","parttime","(20000, 30000]","yes","never been married","white","independent","democrat",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-34"
"6413",2016,48,"female","yes","yes",25,"bachelors degree","parttime","(100000, 150000]","yes","never been married","white","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-34"
"6414",2016,48,"female","yes","yes",26,"some college","fulltime","(30000, 40000]","yes","living with a partner","white","independent","democrat",NA,NA,NA,NA,NA,NA,NA,NA,"no",48491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-34"
"6415",2016,48,"female","yes","yes",26,"bachelors degree","fulltime","(100000, 150000]","yes","never been married","asian","democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",48157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-34"
"6416",2016,48,"female","yes","yes",28,"high school graduate","fulltime","(10000, 20000]","yes","never been married","hispanic","independent","democrat",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-34"
"6417",2016,48,"female","yes","yes",28,"bachelors degree","fulltime","(75000, 100000]","yes","married","asian","independent","democrat",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-34"
"6418",2016,48,"female","yes","yes",28,"postgraduate degree","not employed","(20000, 30000]","yes","living with a partner","white","democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-34"
"6419",2016,48,"female","yes","yes",29,"postgraduate degree","fulltime","(20000, 30000]","yes","never been married","white","independent","democrat",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-34"
"6420",2016,48,"female","yes","yes",29,"postgraduate degree","fulltime","(50000, 75000]","yes","living with a partner","white","democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-34"
"6421",2016,48,"female","yes","yes",30,"associate","not employed","(10000, 20000]","yes","married","white","independent","dont know",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-34"
"6422",2016,48,"female","yes","yes",31,"less than high school","not employed","(10000, 20000]","yes","married","white","democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-34"
"6423",2016,48,"female","yes","yes",31,"bachelors degree","not employed","(75000, 100000]","yes","married","hispanic","democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-34"
"6424",2016,48,"female","yes","yes",32,"high school graduate","fulltime","(0, 10000]","yes","divorced","hispanic","independent","democrat",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-34"
"6425",2016,48,"female","yes","yes",33,"high school incomplete","not employed","(10000, 20000]","yes","never been married","dont know","democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-34"
"6426",2016,48,"female","yes","yes",33,"high school graduate","not employed","(10000, 20000]","yes","never been married","black","no preference","republican",NA,NA,NA,NA,NA,NA,NA,NA,"no",48113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-34"
"6427",2016,48,"female","yes","yes",33,"some college","fulltime","(50000, 75000]","yes","married","white","independent","republican",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-34"
"6428",2016,48,"female","yes","yes",34,"high school graduate","parttime","(0, 10000]","yes","living with a partner","hispanic","independent","dont know",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-34"
"6429",2016,48,"female","yes","yes",34,"postgraduate degree","not employed","150000+","yes","married","white","democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25-34"
"6430",2016,48,"female","yes","yes",36,"high school incomplete","not employed","(0, 10000]","yes","never been married","black","dont know","republican",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"6431",2016,48,"female","yes","yes",36,"some college","selfemployed","150000+","yes","married","white","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",48303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"6432",2016,48,"female","yes","yes",36,"bachelors degree","fulltime","150000+","yes","married","white","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",48339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"6433",2016,48,"female","yes","yes",37,"bachelors degree","fulltime","(75000, 100000]","yes","married","white","independent","dont know",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"6434",2016,48,"female","yes","yes",39,"high school graduate","not employed","(20000, 30000]","yes","living with a partner","black","democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",48201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"6435",2016,48,"female","yes","yes",39,"postgraduate degree","fulltime","(75000, 100000]","yes","divorced","white","democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"6436",2016,48,"female","yes","yes",40,"bachelors degree","fulltime","(75000, 100000]","yes","married","white","democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"6437",2016,48,"female","yes","yes",42,"bachelors degree","not employed","(50000, 75000]","yes","married","white","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"6438",2016,48,"female","yes","yes",43,"high school incomplete","parttime","(50000, 75000]","yes","married","white","democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"6439",2016,48,"female","yes","yes",43,"high school graduate","fulltime","(10000, 20000]","yes","divorced","white","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"6440",2016,48,"female","yes","yes",44,"some college","fulltime","(50000, 75000]","yes","married","white","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35-44"
"6441",2016,48,"female","yes","yes",45,"less than high school","not employed","(0, 10000]","no","living with a partner","hispanic","independent","democrat",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"6442",2016,48,"female","yes","yes",45,"some college","disabled","(10000, 20000]","yes","living with a partner","white","democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"6443",2016,48,"female","yes","yes",47,"high school graduate","fulltime","(100000, 150000]","yes","married","white","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"6444",2016,48,"female","yes","yes",48,"bachelors degree","selfemployed","(100000, 150000]","yes","married","white","democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",48339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"6445",2016,48,"female","yes","yes",49,"high school incomplete","fulltime","(0, 10000]","yes","separated","white","independent","dont know",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"6446",2016,48,"female","yes","yes",49,"high school incomplete","parttime","(30000, 40000]","yes","married","hispanic","independent","democrat",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"6447",2016,48,"female","yes","yes",49,"high school graduate","fulltime","(0, 10000]","yes","never been married","black","no preference","refused",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"6448",2016,48,"female","yes","yes",49,"high school graduate","fulltime","(100000, 150000]","yes","married","white","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"6449",2016,48,"female","yes","yes",49,"postgraduate degree","parttime","150000+","yes","married","white","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"6450",2016,48,"female","yes","yes",50,"bachelors degree","parttime","(100000, 150000]","yes","married","white","independent","republican",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"6451",2016,48,"female","yes","yes",50,"postgraduate degree","fulltime","(100000, 150000]","yes","married","white","independent","democrat",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"6452",2016,48,"female","yes","yes",51,"less than high school","disabled","(10000, 20000]","no","never been married","hispanic","independent","refused",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"6453",2016,48,"female","yes","yes",51,"bachelors degree","fulltime","(100000, 150000]","yes","married","white","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"6454",2016,48,"female","yes","yes",51,"postgraduate degree","fulltime","150000+","yes","married","white","independent","republican",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"6455",2016,48,"female","yes","yes",52,"less than high school","not employed","(30000, 40000]","yes","married","white","independent","democrat",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"6456",2016,48,"female","yes","yes",54,"high school graduate","not employed","(10000, 20000]","yes","separated","white","dont know","dont know",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"6457",2016,48,"female","yes","yes",54,"some college","parttime","(75000, 100000]","yes","married","white","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"6458",2016,48,"female","yes","yes",54,"bachelors degree","fulltime","(100000, 150000]","yes","married","white","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"6459",2016,48,"female","yes","yes",55,"high school graduate","fulltime","(50000, 75000]","yes","married","white","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"6460",2016,48,"female","yes","yes",55,"bachelors degree","fulltime","(100000, 150000]","yes","separated","white","independent","democrat",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"6461",2016,48,"female","yes","yes",55,"bachelors degree","retired","(50000, 75000]","yes","married","white","independent","republican",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"6462",2016,48,"female","yes","yes",55,"bachelors degree","not employed","150000+","yes","married","white","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"6463",2016,48,"female","yes","yes",55,"postgraduate degree","not employed","150000+","yes","married","white","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"6464",2016,48,"female","yes","yes",56,"some college","fulltime","(40000, 50000]","yes","married","white","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"6465",2016,48,"female","yes","yes",56,"bachelors degree","fulltime","(50000, 75000]","yes","divorced","hispanic","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"6466",2016,48,"female","yes","yes",56,"bachelors degree","fulltime","150000+","yes","married","white","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",48381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"6467",2016,48,"female","yes","yes",56,"postgraduate degree","fulltime","refused","yes","never been married","white","independent","democrat",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"6468",2016,48,"female","yes","yes",57,"less than high school","not employed","(20000, 30000]","yes","separated","hispanic","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"6469",2016,48,"female","yes","yes",57,"some college","fulltime","(40000, 50000]","yes","married","white","independent","dont know",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"6470",2016,48,"female","yes","yes",57,"some college","retired","(50000, 75000]","yes","married","white","independent","democrat",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"6471",2016,48,"female","yes","yes",57,"bachelors degree","fulltime","(75000, 100000]","yes","married","white","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"6472",2016,48,"female","yes","yes",57,"postgraduate degree","retired","150000+","yes","never been married","white","no preference","refused",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"6473",2016,48,"female","yes","yes",60,"high school graduate","not employed","(0, 10000]","yes","married","black","independent","democrat",NA,NA,NA,NA,NA,NA,NA,NA,"no",48343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"6474",2016,48,"female","yes","yes",60,"associate","disabled","(30000, 40000]","yes","widowed","white","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",48085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"6475",2016,48,"female","yes","yes",60,"bachelors degree","fulltime","(75000, 100000]","yes","married","white","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"6476",2016,48,"female","yes","yes",60,"postgraduate degree","parttime","(0, 10000]","yes","widowed","white","democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",48085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"6477",2016,48,"female","yes","yes",62,"bachelors degree","retired","refused","yes","widowed","white","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",48223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"6478",2016,48,"female","yes","yes",63,"bachelors degree","not employed","refused","yes","married","white","independent","republican",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"6479",2016,48,"female","yes","yes",63,"postgraduate degree","fulltime","150000+","yes","married","white","democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"6480",2016,48,"female","yes","yes",64,"high school graduate","fulltime","(100000, 150000]","yes","widowed","white","refused","republican",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"6481",2016,48,"female","yes","yes",65,"some college","fulltime","(100000, 150000]","yes","divorced","white","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"6482",2016,48,"female","yes","yes",66,"bachelors degree","retired","refused","yes","married","white","democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"6483",2016,48,"female","yes","yes",68,"bachelors degree","retired","refused","yes","married","white","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"6484",2016,48,"female","yes","yes",70,"some college","retired","(100000, 150000]","yes","married","white","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"6485",2016,48,"female","yes","yes",71,"less than high school","parttime","(0, 10000]","no","separated","white","independent","democrat",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"6486",2016,48,"female","yes","yes",72,"some college","parttime","150000+","yes","divorced","white","democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"6487",2016,48,"female","yes","yes",73,"bachelors degree","retired","(20000, 30000]","yes","widowed","black","independent","democrat",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"6488",2016,48,"female","yes","yes",73,"postgraduate degree","fulltime","dont know","yes","married","white","democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"6489",2016,48,"female","yes","yes",74,"postgraduate degree","retired","refused","yes","widowed","white","independent","republican",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"6490",2016,48,"female","yes","yes",76,"high school graduate","parttime","(20000, 30000]","yes","widowed","white","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75+"
"6491",2016,48,"female","yes","yes",78,"associate","retired","(50000, 75000]","yes","married","white","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75+"
"6492",2016,48,"female","yes","yes",80,"bachelors degree","retired","(75000, 100000]","yes","widowed","white","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75+"
"6493",2016,48,"female","yes","yes",80,"postgraduate degree","retired","(75000, 100000]","yes","widowed","white","independent","refused",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75+"
"6494",2016,48,"female","yes","yes",81,"some college","retired","(10000, 20000]","yes","widowed","white","democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75+"
"6495",2016,48,"female","yes","yes",82,"bachelors degree","retired","dont know","no","married","white","independent","refused",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75+"
"6496",2016,48,"female","yes","yes",82,"bachelors degree","not employed","dont know","yes","widowed","white","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75+"
"6497",2016,48,"female","yes","no",62,"some post grad","fulltime","(50000, 75000]","no","married","white","independent","republican",NA,NA,NA,NA,NA,NA,NA,NA,"no",48085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"6498",2016,48,"female","yes","no",63,"postgraduate degree","parttime","refused","no","refused","white","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",48225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55-64"
"6499",2016,48,"female","yes","no",67,"bachelors degree","retired","(50000, 75000]","yes","widowed","white","democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes",48113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65-74"
"6500",2016,48,"female","yes","no",86,"some college","not employed","(30000, 40000]","yes","widowed","white","republican",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",48437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75+"
"6501",2016,48,"female","no","yes",48,"high school incomplete","fulltime","(20000, 30000]","yes","divorced","white","independent","dont know",NA,NA,NA,NA,NA,NA,NA,NA,"yes",48465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"6502",2016,48,"female","no","yes",50,"high school graduate","parttime","(40000, 50000]","no","married","hispanic","democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",48453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
"6503",2016,48,"female","no","yes",78,"high school graduate","retired","(10000, 20000]","no","widowed","white","democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",48215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75+"
"6504",2016,48,"female","no","no",46,"high school incomplete","fulltime","(10000, 20000]",NA,"never been married","hispanic","democrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45-54"
